0,q1_22-10_50GB_pyarr,q2_22-10_50GB_pyarr,q3_22-10_50GB_pyarr_p2p,q7_22-10_50GB_pyarr_p2p,q9_22-10_50GB_pyarr
0 days 00:00:29.001976064,2939846656.0,3699679232.0,17106145280.0,19726979072.0,7777652736.0
0 days 00:00:29.500169216,2939846656.0,3046064128.0,17106145280.0,19726979072.0,7777652736.0
0 days 00:00:29.500185856,2939846656.0,3046064128.0,17977389056.0,19726979072.0,7777652736.0
0 days 00:00:29.500339968,3004735488.0,3046064128.0,17977389056.0,19726979072.0,7777652736.0
0 days 00:00:29.500350976,3004735488.0,3046064128.0,17977389056.0,18982858752.0,7777652736.0
0 days 00:00:29.500468992,3004735488.0,3046064128.0,17977389056.0,18982858752.0,8309919744.0
0 days 00:00:30.000091648,3004735488.0,3046064128.0,19363074048.0,18982858752.0,8309919744.0
0 days 00:00:30.000305920,3004735488.0,3046064128.0,19363074048.0,18982858752.0,8629739520.0
0 days 00:00:30.000646144,3004735488.0,3197321216.0,19363074048.0,18982858752.0,8629739520.0
0 days 00:00:30.000933120,2513670144.0,3197321216.0,19363074048.0,18982858752.0,8629739520.0
0 days 00:00:30.000988160,2513670144.0,3197321216.0,19363074048.0,18687344640.0,8629739520.0
0 days 00:00:30.500215552,2513670144.0,3197321216.0,19146313728.0,18687344640.0,8629739520.0
0 days 00:00:30.500257024,2513670144.0,3197321216.0,19146313728.0,18687344640.0,8654528512.0
0 days 00:00:30.500737024,2513670144.0,3197321216.0,19146313728.0,19049230336.0,8654528512.0
0 days 00:00:30.500894976,2896531456.0,3197321216.0,19146313728.0,19049230336.0,8654528512.0
0 days 00:00:30.501070080,2896531456.0,4654862336.0,19146313728.0,19049230336.0,8654528512.0
0 days 00:00:31.000169984,2896531456.0,4654862336.0,19146313728.0,19049230336.0,8748613632.0
0 days 00:00:31.000323072,2896531456.0,4654862336.0,19146313728.0,20623085568.0,8748613632.0
0 days 00:00:31.000660224,2896531456.0,3274100736.0,19146313728.0,20623085568.0,8748613632.0
0 days 00:00:31.000762112,2668425216.0,3274100736.0,19146313728.0,20623085568.0,8748613632.0
0 days 00:00:31.000824832,2668425216.0,3274100736.0,19213053952.0,20623085568.0,8748613632.0
0 days 00:00:31.500139776,2668425216.0,3274100736.0,19213053952.0,20623085568.0,9005441024.0
0 days 00:00:31.500374016,2929352704.0,3274100736.0,19213053952.0,20623085568.0,9005441024.0
0 days 00:00:31.500425216,2929352704.0,3274100736.0,19213053952.0,20932648960.0,9005441024.0
0 days 00:00:31.500535040,2929352704.0,3112722432.0,19213053952.0,20932648960.0,9005441024.0
0 days 00:00:31.500705792,2929352704.0,3112722432.0,20123246592.0,20932648960.0,9005441024.0
0 days 00:00:32.000148992,2929352704.0,3112722432.0,20123246592.0,20932648960.0,9212559360.0
0 days 00:00:32.000243200,2711678976.0,3112722432.0,20123246592.0,20932648960.0,9212559360.0
0 days 00:00:32.000624896,2711678976.0,3112722432.0,20423004160.0,20932648960.0,9212559360.0
0 days 00:00:32.000888320,2711678976.0,3970027520.0,20423004160.0,20932648960.0,9212559360.0
0 days 00:00:32.001051904,2711678976.0,3970027520.0,20423004160.0,20831076352.0,9212559360.0
0 days 00:00:32.500164864,2711678976.0,3970027520.0,20423004160.0,20831076352.0,9607602176.0
0 days 00:00:32.500436224,2711678976.0,3882934272.0,20423004160.0,20831076352.0,9607602176.0
0 days 00:00:32.500462080,2711678976.0,3882934272.0,20423004160.0,21104934912.0,9607602176.0
0 days 00:00:32.500468992,2947616768.0,3882934272.0,20423004160.0,21104934912.0,9607602176.0
0 days 00:00:32.500875008,2947616768.0,3882934272.0,20922986496.0,21104934912.0,9607602176.0
0 days 00:00:33.000190208,2947616768.0,2786025472.0,20922986496.0,21104934912.0,9607602176.0
0 days 00:00:33.000240128,2947616768.0,2786025472.0,20922986496.0,21111177216.0,9607602176.0
0 days 00:00:33.000510720,2947616768.0,2786025472.0,20922986496.0,21111177216.0,9628524544.0
0 days 00:00:33.000593152,2579513344.0,2786025472.0,20922986496.0,21111177216.0,9628524544.0
0 days 00:00:33.000947712,2579513344.0,2786025472.0,21072556032.0,21111177216.0,9628524544.0
0 days 00:00:33.500193792,2579513344.0,2786025472.0,21297221632.0,21111177216.0,9628524544.0
0 days 00:00:33.500573184,2579513344.0,4057489408.0,21297221632.0,21111177216.0,9628524544.0
0 days 00:00:33.500730880,2579513344.0,4057489408.0,21297221632.0,21111177216.0,9857593344.0
0 days 00:00:33.500888064,2766913536.0,4057489408.0,21297221632.0,21111177216.0,9857593344.0
0 days 00:00:33.501925120,2766913536.0,4057489408.0,21297221632.0,21369454592.0,9857593344.0
0 days 00:00:34.000047360,2766913536.0,4190035968.0,21297221632.0,21369454592.0,9857593344.0
0 days 00:00:34.000253952,2766913536.0,4190035968.0,21297221632.0,21369454592.0,9933668352.0
0 days 00:00:34.000843008,2688077824.0,4190035968.0,21297221632.0,21369454592.0,9933668352.0
0 days 00:00:34.000950272,2688077824.0,4190035968.0,21297221632.0,21423853568.0,9933668352.0
0 days 00:00:34.001157888,2688077824.0,4190035968.0,22327934976.0,21423853568.0,9933668352.0
0 days 00:00:34.500041216,2688077824.0,4190035968.0,22327934976.0,21743386624.0,9933668352.0
0 days 00:00:34.500081664,2688077824.0,4190035968.0,21714403328.0,21743386624.0,9933668352.0
0 days 00:00:34.500291072,2688077824.0,3358990336.0,21714403328.0,21743386624.0,9933668352.0
0 days 00:00:34.500348928,2688077824.0,3358990336.0,21714403328.0,21743386624.0,10207178752.0
0 days 00:00:34.501160192,2592681984.0,3358990336.0,21714403328.0,21743386624.0,10207178752.0
0 days 00:00:35.000157952,2592681984.0,3358990336.0,21714403328.0,21743386624.0,10480295936.0
0 days 00:00:35.000205056,2980200448.0,3358990336.0,21714403328.0,21743386624.0,10480295936.0
0 days 00:00:35.000487680,2980200448.0,3358990336.0,22031998976.0,21743386624.0,10480295936.0
0 days 00:00:35.000646144,2980200448.0,3309928448.0,22031998976.0,21743386624.0,10480295936.0
0 days 00:00:35.000825088,2980200448.0,3309928448.0,22031998976.0,22242852864.0,10480295936.0
0 days 00:00:35.500088320,2980200448.0,4025139200.0,22031998976.0,22242852864.0,10480295936.0
0 days 00:00:35.500258048,2980200448.0,4025139200.0,22031998976.0,21948813312.0,10480295936.0
0 days 00:00:35.500395776,2980200448.0,4025139200.0,22670749696.0,21948813312.0,10480295936.0
0 days 00:00:35.501350144,2821472256.0,4025139200.0,22670749696.0,21948813312.0,10480295936.0
0 days 00:00:35.502016,2821472256.0,4025139200.0,22670749696.0,21948813312.0,10478223360.0
0 days 00:00:36.000066816,2821472256.0,4025139200.0,23076741120.0,21948813312.0,10478223360.0
0 days 00:00:36.000137984,2847997952.0,4025139200.0,23076741120.0,21948813312.0,10478223360.0
0 days 00:00:36.000915200,2847997952.0,4025139200.0,23076741120.0,22280765440.0,10478223360.0
0 days 00:00:36.001085184,2847997952.0,4077486080.0,23076741120.0,22280765440.0,10478223360.0
0 days 00:00:36.001112832,2847997952.0,4077486080.0,23076741120.0,22280765440.0,10761789440.0
0 days 00:00:36.500547328,2847997952.0,3443322880.0,23076741120.0,22280765440.0,10761789440.0
0 days 00:00:36.500565248,2847997952.0,3443322880.0,23076741120.0,23295614976.0,10761789440.0
0 days 00:00:36.500713216,2694639616.0,3443322880.0,23076741120.0,23295614976.0,10761789440.0
0 days 00:00:36.500927744,2694639616.0,3443322880.0,24163237888.0,23295614976.0,10761789440.0
0 days 00:00:36.510481920,2694639616.0,3443322880.0,24163237888.0,23295614976.0,10891866112.0
0 days 00:00:37.000257792,2694639616.0,3443322880.0,24163237888.0,23295614976.0,11461218304.0
0 days 00:00:37.000272128,2825510912.0,3443322880.0,24163237888.0,23295614976.0,11461218304.0
0 days 00:00:37.000407296,2825510912.0,3308359680.0,24163237888.0,23295614976.0,11461218304.0
0 days 00:00:37.000870144,2825510912.0,3308359680.0,24163237888.0,22915686400.0,11461218304.0
0 days 00:00:37.000871680,2825510912.0,3308359680.0,24492855296.0,22915686400.0,11461218304.0
0 days 00:00:37.500183040,2825510912.0,3308359680.0,24492855296.0,22915686400.0,11485143040.0
0 days 00:00:37.500228096,2825510912.0,3308359680.0,24492855296.0,23093567488.0,11485143040.0
0 days 00:00:37.500399104,2825510912.0,3673632768.0,24492855296.0,23093567488.0,11485143040.0
0 days 00:00:37.500600576,2825510912.0,3673632768.0,25136660480.0,23093567488.0,11485143040.0
0 days 00:00:37.501521152,2702200832.0,3673632768.0,25136660480.0,23093567488.0,11485143040.0
0 days 00:00:38.000074752,2702200832.0,3673632768.0,25001549824.0,23093567488.0,11485143040.0
0 days 00:00:38.000488960,2702200832.0,3673632768.0,25001549824.0,23093567488.0,11628711936.0
0 days 00:00:38.000578304,2702200832.0,3386462208.0,25001549824.0,23093567488.0,11628711936.0
0 days 00:00:38.000692224,2702200832.0,3386462208.0,25001549824.0,22504497152.0,11628711936.0
0 days 00:00:38.001116160,2600706048.0,3386462208.0,25001549824.0,22504497152.0,11628711936.0
0 days 00:00:38.500165376,2600706048.0,3761393664.0,25001549824.0,22504497152.0,11628711936.0
0 days 00:00:38.500230912,2600706048.0,3761393664.0,25001549824.0,22504497152.0,11554570240.0
0 days 00:00:38.500303104,2800881664.0,3761393664.0,25001549824.0,22504497152.0,11554570240.0
0 days 00:00:38.500877824,2800881664.0,3761393664.0,25119961088.0,22504497152.0,11554570240.0
0 days 00:00:38.500978944,2800881664.0,3761393664.0,25119961088.0,22106619904.0,11554570240.0
0 days 00:00:39.000103168,2800881664.0,3761393664.0,25119961088.0,21450776576.0,11554570240.0
0 days 00:00:39.000601088,2800881664.0,3761393664.0,25119961088.0,21450776576.0,11689959424.0
0 days 00:00:39.000622080,2800881664.0,3249504256.0,25119961088.0,21450776576.0,11689959424.0
0 days 00:00:39.000652800,2800881664.0,3249504256.0,26060849152.0,21450776576.0,11689959424.0
0 days 00:00:39.000992,2661502976.0,3249504256.0,26060849152.0,21450776576.0,11689959424.0
0 days 00:00:39.500399104,2619691008.0,3249504256.0,26060849152.0,21450776576.0,11689959424.0
0 days 00:00:39.500423936,2619691008.0,3249504256.0,26060849152.0,20888940544.0,11689959424.0
0 days 00:00:39.500424704,2619691008.0,3249504256.0,25605259264.0,20888940544.0,11689959424.0
0 days 00:00:39.500960256,2619691008.0,3522215936.0,25605259264.0,20888940544.0,11689959424.0
0 days 00:00:39.501020928,2619691008.0,3522215936.0,25605259264.0,20888940544.0,12144062464.0
0 days 00:00:40.000056832,2619691008.0,3522215936.0,24983437312.0,20888940544.0,12144062464.0
0 days 00:00:40.000225280,2619691008.0,3486408704.0,24983437312.0,20888940544.0,12144062464.0
0 days 00:00:40.000524032,2907258880.0,3486408704.0,24983437312.0,20888940544.0,12144062464.0
0 days 00:00:40.000613888,2907258880.0,3486408704.0,24983437312.0,20888940544.0,12343496704.0
0 days 00:00:40.000877056,2907258880.0,3486408704.0,24983437312.0,20809224192.0,12343496704.0
0 days 00:00:40.500108032,2907258880.0,3486408704.0,24983437312.0,20809224192.0,12424114176.0
0 days 00:00:40.500301312,2907258880.0,3924410368.0,24983437312.0,20809224192.0,12424114176.0
0 days 00:00:40.500390144,2920132608.0,3924410368.0,24983437312.0,20809224192.0,12424114176.0
0 days 00:00:40.500879616,2920132608.0,3924410368.0,25243901952.0,20809224192.0,12424114176.0
0 days 00:00:40.500943104,2920132608.0,3924410368.0,25243901952.0,19632484352.0,12424114176.0
0 days 00:00:41.000282112,2920132608.0,3924410368.0,25243901952.0,19044728832.0,12424114176.0
0 days 00:00:41.000318976,2920132608.0,3527630848.0,25243901952.0,19044728832.0,12424114176.0
0 days 00:00:41.000523008,2920132608.0,3527630848.0,25243901952.0,19044728832.0,12578320384.0
0 days 00:00:41.000624128,2655690752.0,3527630848.0,25243901952.0,19044728832.0,12578320384.0
0 days 00:00:41.000955648,2655690752.0,3527630848.0,25025396736.0,19044728832.0,12578320384.0
0 days 00:00:41.500022784,2655690752.0,3527630848.0,25025396736.0,19044728832.0,12710989824.0
0 days 00:00:41.500160768,2655690752.0,3527630848.0,25631338496.0,19044728832.0,12710989824.0
0 days 00:00:41.500279040,2655690752.0,3527630848.0,25631338496.0,18360774656.0,12710989824.0
0 days 00:00:41.500418304,3070263296.0,3527630848.0,25631338496.0,18360774656.0,12710989824.0
0 days 00:00:41.500471296,3070263296.0,3665547264.0,25631338496.0,18360774656.0,12710989824.0
0 days 00:00:42.000110848,3070263296.0,3665547264.0,25800634368.0,18360774656.0,12710989824.0
0 days 00:00:42.000297984,3070263296.0,3665547264.0,25800634368.0,18261397504.0,12710989824.0
0 days 00:00:42.000318976,3070263296.0,3847557120.0,25800634368.0,18261397504.0,12710989824.0
0 days 00:00:42.000983808,3070263296.0,3847557120.0,25800634368.0,18261397504.0,12847153152.0
0 days 00:00:42.000995072,2816331776.0,3847557120.0,25800634368.0,18261397504.0,12847153152.0
0 days 00:00:42.500169984,2816331776.0,3847557120.0,25800634368.0,18261397504.0,13363101696.0
0 days 00:00:42.500263168,2816331776.0,3847557120.0,25800634368.0,16883658752.0,13363101696.0
0 days 00:00:42.500568320,2816331776.0,3508768768.0,25800634368.0,16883658752.0,13363101696.0
0 days 00:00:42.500601088,2910240768.0,3508768768.0,25800634368.0,16883658752.0,13363101696.0
0 days 00:00:42.500609792,2910240768.0,3508768768.0,25267724288.0,16883658752.0,13363101696.0
0 days 00:00:43.000777216,2910240768.0,3910197248.0,25267724288.0,16883658752.0,13363101696.0
0 days 00:00:43.000806912,2910240768.0,3910197248.0,25267724288.0,16883658752.0,13623185408.0
0 days 00:00:43.000910080,2910240768.0,3910197248.0,25267724288.0,16382025728.0,13623185408.0
0 days 00:00:43.001029888,2927484928.0,3910197248.0,25267724288.0,16382025728.0,13623185408.0
0 days 00:00:43.001048576,2927484928.0,3910197248.0,23893016576.0,16382025728.0,13623185408.0
0 days 00:00:43.500105216,2927484928.0,3239444480.0,23893016576.0,16382025728.0,13623185408.0
0 days 00:00:43.500122112,2927484928.0,3239444480.0,23893016576.0,15868620800.0,13623185408.0
0 days 00:00:43.500389632,2927484928.0,3239444480.0,23117930496.0,15868620800.0,13623185408.0
0 days 00:00:43.500812032,2927484928.0,3239444480.0,23117930496.0,15868620800.0,13454508032.0
0 days 00:00:43.501024,2975784960.0,3239444480.0,23117930496.0,15868620800.0,13454508032.0
0 days 00:00:44.000222976,2975784960.0,3239444480.0,23117930496.0,15937077248.0,13454508032.0
0 days 00:00:44.000527872,2975784960.0,3239444480.0,21385596928.0,15937077248.0,13454508032.0
0 days 00:00:44.000849920,2893225984.0,3239444480.0,21385596928.0,15937077248.0,13454508032.0
0 days 00:00:44.000894976,2893225984.0,3239444480.0,21385596928.0,15937077248.0,13656850432.0
0 days 00:00:44.000952064,2893225984.0,3405463552.0,21385596928.0,15937077248.0,13656850432.0
0 days 00:00:44.500549120,2893225984.0,3600310272.0,21385596928.0,15937077248.0,13656850432.0
0 days 00:00:44.500623872,2893225984.0,3600310272.0,21385596928.0,15937077248.0,14076182528.0
0 days 00:00:44.500763136,2893225984.0,3600310272.0,21385596928.0,15790735360.0,14076182528.0
0 days 00:00:44.500933888,2893225984.0,3600310272.0,22035255296.0,15790735360.0,14076182528.0
0 days 00:00:44.501010176,2870648832.0,3600310272.0,22035255296.0,15790735360.0,14076182528.0
0 days 00:00:45.000086272,2870648832.0,3810971648.0,22035255296.0,15790735360.0,14076182528.0
0 days 00:00:45.000369920,2903179264.0,3810971648.0,22035255296.0,15790735360.0,14076182528.0
0 days 00:00:45.000458752,2903179264.0,3810971648.0,22035255296.0,15790735360.0,13836865536.0
0 days 00:00:45.000760064,2903179264.0,3810971648.0,22035255296.0,16096215040.0,13836865536.0
0 days 00:00:45.001033728,2903179264.0,3810971648.0,22013001728.0,16096215040.0,13836865536.0
0 days 00:00:45.500077056,2903179264.0,2986688512.0,22013001728.0,16096215040.0,13836865536.0
0 days 00:00:45.500161280,3054292992.0,2986688512.0,22013001728.0,16096215040.0,13836865536.0
0 days 00:00:45.500372736,3054292992.0,2986688512.0,20493160448.0,16096215040.0,13836865536.0
0 days 00:00:45.500385792,3054292992.0,2986688512.0,20493160448.0,16096215040.0,14184611840.0
0 days 00:00:45.500589312,3054292992.0,2986688512.0,20493160448.0,16210767872.0,14184611840.0
0 days 00:00:46.000113920,3054292992.0,2986688512.0,20493160448.0,16210767872.0,14311522304.0
0 days 00:00:46.000807168,3054292992.0,2986688512.0,20493160448.0,16250331136.0,14311522304.0
0 days 00:00:46.000893184,3054292992.0,3786764288.0,20493160448.0,16250331136.0,14311522304.0
0 days 00:00:46.001000704,3054292992.0,3786764288.0,20302823424.0,16250331136.0,14311522304.0
0 days 00:00:46.001069056,2837708800.0,3786764288.0,20302823424.0,16250331136.0,14311522304.0
0 days 00:00:46.500045056,2718072832.0,3786764288.0,20302823424.0,16250331136.0,14311522304.0
0 days 00:00:46.500760832,2718072832.0,3786764288.0,20302823424.0,16250331136.0,14810013696.0
0 days 00:00:46.500921088,2718072832.0,3789443072.0,20302823424.0,16250331136.0,14810013696.0
0 days 00:00:46.501036800,2718072832.0,3789443072.0,20842708992.0,16250331136.0,14810013696.0
0 days 00:00:46.501115136,2718072832.0,3789443072.0,20842708992.0,16282845184.0,14810013696.0
0 days 00:00:47.000424960,2718072832.0,3789443072.0,20842708992.0,16282845184.0,14814277632.0
0 days 00:00:47.000508160,2745630720.0,3789443072.0,20842708992.0,16282845184.0,14814277632.0
0 days 00:00:47.000669952,2745630720.0,3789443072.0,19553398784.0,16282845184.0,14814277632.0
0 days 00:00:47.000699136,2745630720.0,3789443072.0,19553398784.0,17468911616.0,14814277632.0
0 days 00:00:47.000717312,2745630720.0,3778433024.0,19553398784.0,17468911616.0,14814277632.0
0 days 00:00:47.500231168,2745630720.0,3774304256.0,19553398784.0,17468911616.0,14814277632.0
0 days 00:00:47.500289024,2745630720.0,3774304256.0,19553398784.0,18470793216.0,14814277632.0
0 days 00:00:47.500586752,2745630720.0,3774304256.0,17390804992.0,18470793216.0,14814277632.0
0 days 00:00:47.500744192,2913275904.0,3774304256.0,17390804992.0,18470793216.0,14814277632.0
0 days 00:00:47.500868864,2913275904.0,3774304256.0,17390804992.0,18470793216.0,14746664960.0
0 days 00:00:48.000086272,2913275904.0,4028157952.0,17390804992.0,18470793216.0,14746664960.0
0 days 00:00:48.000311040,2940862464.0,4028157952.0,17390804992.0,18470793216.0,14746664960.0
0 days 00:00:48.000465920,2940862464.0,4028157952.0,17390804992.0,18470793216.0,14734028800.0
0 days 00:00:48.000481792,2940862464.0,4028157952.0,16828321792.0,18470793216.0,14734028800.0
0 days 00:00:48.000742912,2940862464.0,4028157952.0,16828321792.0,18200494080.0,14734028800.0
0 days 00:00:48.500124928,2940862464.0,4028157952.0,16828321792.0,18200494080.0,15138615296.0
0 days 00:00:48.500194048,3103928320.0,4028157952.0,16828321792.0,18200494080.0,15138615296.0
0 days 00:00:48.500450304,3103928320.0,4028157952.0,16828321792.0,18559975424.0,15138615296.0
0 days 00:00:48.500690432,3103928320.0,3601260544.0,16828321792.0,18559975424.0,15138615296.0
0 days 00:00:48.500800768,3103928320.0,3601260544.0,16488370176.0,18559975424.0,15138615296.0
0 days 00:00:49.000183808,3103928320.0,3601260544.0,16322125824.0,18559975424.0,15138615296.0
0 days 00:00:49.000664832,3103928320.0,3601260544.0,16322125824.0,18559975424.0,15649210368.0
0 days 00:00:49.000784128,2880516096.0,3601260544.0,16322125824.0,18559975424.0,15649210368.0
0 days 00:00:49.000829184,2880516096.0,3176353792.0,16322125824.0,18559975424.0,15649210368.0
0 days 00:00:49.000911104,2880516096.0,3176353792.0,16322125824.0,18654253056.0,15649210368.0
0 days 00:00:49.500134912,2880516096.0,3176353792.0,16322125824.0,18654253056.0,15763623936.0
0 days 00:00:49.500443904,2880516096.0,3176353792.0,16487358464.0,18654253056.0,15763623936.0
0 days 00:00:49.500580096,3090485248.0,3176353792.0,16487358464.0,18654253056.0,15763623936.0
0 days 00:00:49.500643072,3090485248.0,3653214208.0,16487358464.0,18654253056.0,15763623936.0
0 days 00:00:49.500788992,3090485248.0,3653214208.0,16487358464.0,17867341824.0,15763623936.0
0 days 00:00:50.000258816,3090485248.0,3653214208.0,16494489600.0,17867341824.0,15763623936.0
0 days 00:00:50.000564224,3090485248.0,3517235200.0,16494489600.0,17867341824.0,15763623936.0
0 days 00:00:50.000564992,2753183744.0,3517235200.0,16494489600.0,17867341824.0,15763623936.0
0 days 00:00:50.000817920,2753183744.0,3517235200.0,16494489600.0,17867341824.0,15894151168.0
0 days 00:00:50.001640192,2753183744.0,3517235200.0,16494489600.0,17815089152.0,15894151168.0
